ITEM_NO,CLI_CODE,LE_CODE,SO_REF,SO_DATE,DLVRY_DATE,QTY,PRICE,TOT_VAL,MARGIN_PCT
ART00812,CLI005,LE001,SO3347269,05/31/2022,06/28/2022,163,2.4,391.2,12.08
ART00125,CLI030,LE003,SO4538028,04/27/2024,05/06/2024,134,504.39,67588.26,33.6
ART00712,CLI081,LE001,SO5020910,01/30/2023,02/17/2023,45,355.37,15991.65,22.61
ART00867,CLI045,LE003,SO8000128,04/27/2024,06/07/2024,304,2535.55,770807.2,48.72
ART00355,CLI065,LE003,SO6544751,03/16/2024,04/19/2024,349,3443.47,1201771.03,29.76
ART00841,CLI071,LE002,SO2042617,12/24/2021,12/26/2021,246,166.92,41062.32,42.52
ART00261,CLI049,LE003,SO6568406,10/31/2021,11/23/2021,73,42.44,3098.12,42.72
ART00358,CLI061,LE003,SO9717162,05/22/2021,06/09/2021,338,15.28,5164.64,44.9
ART00941,CLI017,LE002,SO7439852,05/07/2024,,88,57.96,5100.48,50.69
ART00396,CLI005,LE001,SO5227738,10/15/2021,,467,48.35,22579.45,34.91
ART00119,CLI070,LE001,SO2555099,11/30/2024,12/01/2024,450,498.51,224329.5,32.09
ART00125,CLI057,LE002,SO5805884,05/04/2021,06/09/2021,157,433.78,68103.46,22.79
ART00086,CLI017,LE002,SO3721235,07/31/2022,08/12/2022,326,113.29,36932.54,11.61
ART00688,CLI016,LE003,SO5627766,11/15/2021,11/26/2021,176,140.29,24691.04,34.44
ART00723,CLI079,LE001,SO7829569,01/04/2021,01/10/2021,44,651.2,28652.8,42.36
ART00194,CLI020,LE003,SO3647085,10/26/2022,12/03/2022,496,27.86,13818.56,13.78
ART00329,CLI036,LE002,SO9020243,10/24/2022,11/01/2022,412,483.71,199288.52,13.09
ART00142,CLI092,LE003,SO9001947,08/31/2024,09/25/2024,53,1157.29,61336.37,38.19
ART00697,CLI018,LE003,SO9621190,01/01/2024,,18,9275.64,166961.52,26.24
ART00078,CLI042,LE003,SO4019486,10/28/2024,11/19/2024,495,5649.55,2796527.25,24.45
ART00210,CLI081,LE001,SO6735934,08/27/2022,10/06/2022,320,45.65,14608,41.07
ART00721,CLI041,LE001,SO6629770,12/30/2024,01/01/2025,301,34.94,10516.94,48.45
ART00796,CLI060,LE001,SO3621526,09/26/2021,10/19/2021,461,160.78,74119.58,20.55
ART00166,CLI023,LE002,SO5354392,12/05/2024,12/19/2024,372,89.44,33271.68,43.47
ART00718,CLI007,LE001,SO7438571,07/28/2022,,240,1172.85,281484,34.81
ART00178,CLI019,LE002,SO1531804,10/31/2024,11/06/2024,447,89.88,40176.36,30.36
ART00790,CLI002,LE003,SO3059010,09/21/2023,10/16/2023,207,21.16,4380.12,53.59
ART00151,CLI045,LE003,SO1475574,02/28/2023,03/01/2023,292,429.33,125364.36,44.56
ART00778,CLI037,LE003,SO9655438,05/23/2021,06/23/2021,293,215.07,63015.51,45
ART00352,CLI050,LE003,SO5419326,05/18/2022,06/12/2022,346,651.49,225415.54,21.74
ART00834,CLI043,LE002,SO7053109,02/16/2021,03/21/2021,294,351.03,103202.82,33.09
ART00110,CLI099,LE002,SO8053614,07/23/2021,09/05/2021,403,191.62,77222.86,18.6
ART00952,CLI062,LE001,SO5368275,04/18/2021,04/19/2021,282,817.53,230543.46,36.25
ART00325,CLI065,LE003,SO9631763,12/03/2022,12/13/2022,263,122.79,32293.77,28.11
ART00182,CLI095,LE001,SO9002659,01/20/2022,02/08/2022,421,214.39,90258.19,12.28
ART00179,CLI083,LE002,SO7754364,11/15/2021,12/27/2021,243,222.15,53982.45,34.67
ART00015,CLI011,LE003,SO4571850,05/25/2024,06/19/2024,215,1635.68,351671.2,51.18
ART00813,CLI006,LE002,SO5371298,12/20/2021,,146,84.94,12401.24,33.24
ART00316,CLI080,LE001,SO4293796,07/07/2024,08/09/2024,266,75.19,20000.54,39.34
ART00421,CLI074,LE002,SO4137799,01/31/2021,02/22/2021,116,75.39,8745.24,51.65
ART00309,CLI061,LE003,SO5578326,09/19/2022,10/11/2022,70,5809.55,406668.5,53.34
ART00122,CLI094,LE003,SO9441479,03/21/2024,03/27/2024,315,187.54,59075.1,26.39
ART00795,CLI040,LE003,SO9955793,10/09/2022,11/23/2022,144,33.66,4847.04,25.28
ART00598,CLI044,LE001,SO6371376,03/16/2023,04/10/2023,133,18.39,2445.87,15.93
ART00519,CLI045,LE003,SO8587600,08/25/2024,10/09/2024,308,279.31,86027.48,18.43
ART00787,CLI096,LE003,SO3499033,06/27/2022,07/28/2022,475,8291.52,3938472,17.65
ART00513,CLI055,LE001,SO1324601,06/23/2022,07/09/2022,260,29.93,7781.8,46.24
ART00176,CLI040,LE003,SO2444345,05/12/2021,05/21/2021,301,1232.23,370901.23,38.71
ART00008,CLI091,LE002,SO3587783,03/20/2024,03/29/2024,134,1891.7,253487.8,33.09
ART00104,CLI053,LE003,SO9822437,05/09/2022,06/14/2022,103,1613.3,166169.9,40.75
ART00782,CLI048,LE001,SO4133253,08/23/2022,09/21/2022,33,8102.35,267377.55,30.2
ART00711,CLI080,LE001,SO2368064,07/25/2021,08/07/2021,382,13351.96,5100448.72,44.64
ART00345,CLI096,LE003,SO9103111,09/14/2022,10/27/2022,247,185.21,45746.87,49.95
ART00131,CLI025,LE003,SO1175476,01/18/2024,02/14/2024,300,28.77,8631,53.39
ART00880,CLI008,LE001,SO2708672,12/09/2021,12/11/2021,266,12.73,3386.18,45.33
ART00958,CLI051,LE002,SO1830724,05/08/2023,05/19/2023,220,658.3,144826,33.58
ART00160,CLI045,LE003,SO8566147,01/07/2024,01/15/2024,293,130.63,38274.59,41.22
ART00861,CLI012,LE001,SO7188748,05/26/2021,06/30/2021,102,234.79,23948.58,36.45
ART00834,CLI003,LE003,SO7029533,01/15/2024,02/17/2024,181,352.13,63735.53,33.3
ART00790,CLI067,LE003,SO5320241,11/18/2024,,458,20.35,9320.3,51.74
ART00529,CLI099,LE002,SO1124337,01/14/2023,02/17/2023,34,577.26,19626.84,25.02
ART00008,CLI018,LE003,SO1439483,11/28/2024,01/06/2025,183,1400.11,256220.13,9.6
ART00360,CLI042,LE003,SO1262446,01/19/2024,02/06/2024,10,1852.44,18524.4,36.16
ART00722,CLI007,LE001,SO9656934,11/17/2021,11/29/2021,27,113.59,3066.93,25.25
ART00776,CLI025,LE003,SO5288711,12/26/2024,01/30/2025,334,814.25,271959.5,49.3
ART00421,CLI046,LE002,SO3072218,12/09/2022,01/07/2023,327,70.72,23125.44,48.46
ART00745,CLI027,LE003,SO8114513,04/15/2021,05/21/2021,318,73.51,23376.18,40.62
ART00509,CLI077,LE003,SO6226148,02/26/2024,03/19/2024,235,397.12,93323.2,38.2
ART00641,CLI081,LE001,SO1071859,01/22/2023,03/05/2023,63,1926.57,121373.91,41.27
ART00466,CLI046,LE002,SO4465187,12/09/2021,01/16/2022,51,561.23,28622.73,35.52
ART00272,CLI002,LE003,SO2177923,05/20/2023,05/21/2023,450,27.31,12289.5,51.12
ART00128,CLI094,LE003,SO2969774,10/06/2024,11/11/2024,223,1957.58,436540.34,49.61
ART00537,CLI062,LE001,SO6015214,08/07/2023,,274,364.68,99922.32,52.19
ART00761,CLI020,LE003,SO2029524,02/04/2022,,166,25.52,4236.32,44.24
ART00530,CLI098,LE002,SO9106663,11/28/2024,12/05/2024,120,2500.29,300034.8,28.71
ART00861,CLI008,LE001,SO1063815,07/07/2022,07/27/2022,74,256.71,18996.54,41.88
ART00896,CLI067,LE003,SO1175155,12/29/2021,01/22/2022,114,78.41,8938.74,21.43
ART00078,CLI076,LE001,SO1091301,12/13/2022,01/22/2023,415,7711.62,3200322.3,44.65
ART00050,CLI017,LE002,SO8486598,06/22/2022,06/27/2022,335,187.36,62765.6,43.52
ART00918,CLI075,LE001,SO3546637,04/15/2022,05/19/2022,123,111.38,13699.74,37.64
ART00954,CLI077,LE003,SO2028653,07/07/2024,07/18/2024,12,53.78,645.36,50.6
ART00429,CLI078,LE003,SO9040515,01/12/2022,,371,7888.48,2926626.08,45.06
ART00977,CLI025,LE003,SO7937117,05/01/2023,,343,337.63,115807.09,20.63
ART00866,CLI087,LE002,SO3879701,01/25/2024,02/28/2024,180,79.54,14317.2,30.3
ART00430,CLI007,LE001,SO1874098,12/27/2021,12/28/2021,438,122.68,53733.84,37.53
ART00701,CLI030,LE003,SO7454646,02/27/2024,03/11/2024,395,119.73,47293.35,17.33
ART00383,CLI019,LE002,SO2363973,04/08/2022,05/12/2022,96,267.34,25664.64,52.99
ART00555,CLI030,LE003,SO9686351,09/23/2024,10/18/2024,181,28.76,5205.56,32.02
ART00666,CLI076,LE001,SO5459551,06/07/2023,07/11/2023,402,1393.83,560319.66,25.81
ART00885,CLI084,LE002,SO9156092,11/17/2021,11/19/2021,307,2031.86,623781.02,17.81
ART00999,CLI089,LE003,SO3493277,04/15/2022,05/03/2022,497,2652.32,1318203.04,26.08
ART00959,CLI003,LE003,SO1386186,11/11/2023,12/19/2023,319,5458.68,1741318.92,46.81
ART00109,CLI043,LE002,SO8168385,07/17/2022,08/13/2022,208,345.73,71911.84,54.2
ART00518,CLI019,LE002,SO8618940,01/01/2024,01/15/2024,30,13994.89,419846.7,44.94
ART00628,CLI005,LE001,SO1177796,03/25/2023,03/27/2023,350,19.22,6727,28.25
ART00794,CLI018,LE003,SO3046262,11/11/2024,12/11/2024,94,33.69,3166.86,36.66
ART00754,CLI080,LE001,SO4878002,03/23/2024,04/16/2024,97,21.38,2073.86,27.41
ART00397,CLI005,LE001,SO5953686,07/11/2023,07/12/2023,132,768.51,101443.32,37.94
ART00448,CLI088,LE001,SO7156242,10/07/2023,10/13/2023,470,349.59,164307.3,16.05
ART00779,CLI011,LE003,SO4348719,03/26/2023,04/01/2023,195,519.58,101318.1,42.8
ART00622,CLI066,LE001,SO3892682,03/09/2023,04/09/2023,36,10.08,362.88,16.96
ART00381,CLI085,LE003,SO3980282,05/21/2021,06/17/2021,174,206.98,36014.52,36.54
ART00423,CLI019,LE002,SO4779088,11/03/2023,12/15/2023,143,33.54,4796.22,27.61
ART00225,CLI013,LE001,SO8496100,12/28/2022,01/15/2023,441,6427.08,2834342.28,35.81
ART00788,CLI027,LE003,SO9452830,07/12/2021,08/01/2021,189,330.35,62436.15,34.27
ART00448,CLI081,LE001,SO1708533,02/13/2023,03/17/2023,403,349.32,140775.96,15.98
ART00049,CLI058,LE003,SO9241443,05/19/2024,,425,125.69,53418.25,22.49
ART00240,CLI032,LE003,SO3816781,11/27/2021,01/10/2022,248,8957.99,2221581.52,40.45
ART00820,CLI014,LE003,SO4931768,04/22/2023,04/23/2023,88,42.85,3770.8,28.21
ART00531,CLI095,LE001,SO4405105,11/22/2024,12/01/2024,64,3318.32,212372.48,51.3
ART00950,CLI008,LE001,SO6870414,03/17/2021,05/01/2021,338,19.09,6452.42,23.26
ART00031,CLI012,LE001,SO5243722,05/11/2022,05/27/2022,91,322.36,29334.76,12.87
ART00387,CLI086,LE001,SO9757081,11/20/2023,12/01/2023,104,77.64,8074.56,48.12
ART00009,CLI017,LE002,SO8969118,11/15/2024,12/07/2024,8,423.91,3391.28,50.68
ART00026,CLI053,LE003,SO9646252,08/18/2021,08/21/2021,64,701.24,44879.36,34.16
ART00854,CLI063,LE001,SO9430998,08/19/2022,08/22/2022,465,671.28,312145.2,12.14
ART00635,CLI090,LE001,SO7923313,11/24/2023,12/13/2023,78,95.7,7464.6,12.34
ART00285,CLI082,LE003,SO3386231,10/06/2023,,133,288.91,38425.03,33.93
ART00336,CLI018,LE003,SO9457063,03/08/2024,04/19/2024,483,7614.54,3677822.82,37.23
ART00059,CLI060,LE001,SO5809841,07/08/2024,,162,255.07,41321.34,25.12
ART00342,CLI002,LE003,SO9345514,06/04/2023,,50,375.28,18764,39.99
ART00896,CLI003,LE003,SO7108360,06/13/2022,07/25/2022,170,83.78,14242.6,26.46
ART00079,CLI049,LE003,SO8324462,11/29/2021,12/06/2021,467,49.61,23167.87,39.89
ART00961,CLI015,LE001,SO1360969,10/16/2023,11/11/2023,386,69.19,26707.34,40.93
ART00206,CLI049,LE003,SO8476012,01/21/2022,02/07/2022,454,760.37,345207.98,41.94
ART00714,CLI091,LE002,SO2704612,03/06/2023,04/13/2023,114,90.69,10338.66,43.89
ART00306,CLI059,LE003,SO2897224,10/11/2021,11/20/2021,51,214.64,10946.64,23.01
ART00664,CLI065,LE003,SO8410817,06/22/2024,06/23/2024,371,49.14,18230.94,53.42
ART00646,CLI044,LE001,SO9069168,12/07/2024,01/03/2025,100,310.85,31085,8.62
ART00659,CLI053,LE003,SO6632951,05/17/2022,05/19/2022,196,67.06,13143.76,54.47
ART00389,CLI089,LE003,SO1693896,12/28/2023,,116,179.66,20840.56,29.62
ART00338,CLI045,LE003,SO2373522,04/16/2023,05/23/2023,212,61.12,12957.44,47.91
ART00577,CLI041,LE001,SO2247689,11/23/2021,,102,73.5,7497,53.73
ART00175,CLI088,LE001,SO7559847,05/03/2023,05/11/2023,44,43.12,1897.28,37.64
ART00796,CLI087,LE002,SO6558676,05/18/2023,06/10/2023,181,160.08,28974.48,20.2
ART00571,CLI099,LE002,SO4773669,10/20/2023,11/19/2023,242,8.24,1994.08,30.46
ART00572,CLI088,LE001,SO9803952,10/16/2024,,343,453.93,155697.99,31.08
ART00647,CLI075,LE001,SO6846038,03/26/2022,05/04/2022,348,4660.23,1621760.04,35.79
ART00588,CLI082,LE003,SO2009220,11/11/2023,12/26/2023,480,1930.13,926462.4,41.71
ART00065,CLI077,LE003,SO1240946,12/29/2024,01/30/2025,353,4128.65,1457413.45,43.84
ART00929,CLI059,LE003,SO9852659,12/28/2024,01/22/2025,456,462.25,210786,15.15
ART00652,CLI096,LE003,SO9444349,05/20/2022,05/31/2022,272,676.9,184116.8,34.16
ART00589,CLI022,LE003,SO8930502,05/29/2022,06/13/2022,392,1198.65,469870.8,44.27
ART00844,CLI074,LE002,SO1870438,07/27/2021,09/05/2021,327,1358.92,444366.84,42.07
ART00069,CLI033,LE001,SO7775737,09/24/2021,,383,332.06,127178.98,-0.21
ART00506,CLI002,LE003,SO6258380,09/12/2023,10/04/2023,229,23.99,5493.71,40.64
ART00814,CLI014,LE003,SO9396584,09/04/2023,09/15/2023,104,3.94,409.76,34.01
ART00774,CLI031,LE001,SO6543907,12/18/2021,01/16/2022,479,49.88,23892.52,39.98
ART00690,CLI046,LE002,SO4495741,08/15/2022,08/22/2022,351,158.66,55689.66,48.17
ART00201,CLI001,LE002,SO7575528,12/20/2023,12/30/2023,282,376.06,106048.92,27.73
ART00863,CLI095,LE001,SO4511788,06/23/2023,07/19/2023,216,34.63,7480.08,14.7
ART00742,CLI086,LE001,SO6101255,12/19/2024,12/31/2024,333,5.23,1741.59,33.08
ART00515,CLI026,LE002,SO5227945,09/04/2023,10/12/2023,431,37.45,16140.95,1.82
ART00147,CLI005,LE001,SO1866216,12/03/2023,,16,466.85,7469.6,32.24
ART00383,CLI050,LE003,SO7400955,08/27/2022,10/03/2022,350,191.44,67004,34.35
ART00235,CLI017,LE002,SO9359207,12/29/2021,,127,53.77,6828.79,49.67
ART00782,CLI052,LE001,SO1256661,02/07/2024,03/09/2024,457,8827.64,4034231.48,35.94
ART00377,CLI002,LE003,SO1627866,12/04/2023,01/04/2024,496,7557.69,3748614.24,46.7
ART00250,CLI034,LE003,SO7492825,05/22/2023,06/21/2023,283,311.21,88072.43,54.31
ART00128,CLI035,LE003,SO6146886,12/19/2023,02/01/2024,417,2020.77,842661.09,51.19
ART00459,CLI051,LE002,SO3051802,09/10/2024,09/16/2024,500,507.98,253990,8.82
ART00737,CLI035,LE003,SO6534162,12/30/2024,01/02/2025,183,147.26,26948.58,28.81
ART00817,CLI024,LE003,SO7455144,06/07/2022,,354,2311.79,818373.66,40.51
ART00245,CLI035,LE003,SO2621152,09/22/2024,09/27/2024,118,547.06,64553.08,9.44
ART00428,CLI083,LE002,SO8203964,12/06/2024,01/02/2025,89,475.03,42277.67,43.37
ART00960,CLI040,LE003,SO3952773,10/02/2021,10/06/2021,351,18.16,6374.16,44.22
ART00653,CLI044,LE001,SO3527186,12/27/2023,02/02/2024,37,7683.94,284305.78,32.57
ART00425,CLI034,LE003,SO8495532,11/20/2023,11/29/2023,378,1440.4,544471.2,28.09
ART00905,CLI007,LE001,SO2688358,05/05/2022,06/03/2022,7,241.54,1690.78,35.63
ART00205,CLI039,LE003,SO6063228,12/08/2022,,155,11.69,1811.95,31.82
ART00011,CLI021,LE003,SO9981684,11/27/2021,12/15/2021,73,199.71,14578.83,24.38
ART00664,CLI082,LE003,SO8312064,05/06/2021,05/27/2021,453,51.64,23392.92,55.67
ART00108,CLI031,LE001,SO9276736,12/13/2021,01/08/2022,77,4335.63,333843.51,49.4
ART00835,CLI073,LE003,SO2611560,04/28/2023,05/21/2023,164,149.77,24562.28,32
ART00765,CLI080,LE001,SO8591501,06/26/2023,07/27/2023,21,42.35,889.35,13.6
ART00750,CLI044,LE001,SO2675843,08/19/2024,09/16/2024,187,269,50303,46.42
ART00136,CLI091,LE002,SO7630929,06/24/2022,08/06/2022,498,8625.35,4295424.3,44.68
ART00157,CLI019,LE002,SO8017871,03/09/2022,04/05/2022,52,386.75,20111,53.09
ART00812,CLI009,LE003,SO3974439,08/17/2023,09/11/2023,435,2.94,1278.9,28.23
ART00541,CLI058,LE003,SO7424598,12/22/2023,01/09/2024,321,2841.68,912179.28,33.3
ART00841,CLI082,LE003,SO9299576,01/05/2023,01/18/2023,77,156.31,12035.87,38.62
ART00546,CLI080,LE001,SO8162994,08/06/2022,,379,56.07,21250.53,26.88
ART00721,CLI027,LE003,SO2991717,04/30/2022,06/03/2022,89,39.13,3482.57,53.97
ART00412,CLI078,LE003,SO9764042,12/12/2021,12/31/2021,349,83.3,29071.7,39.66
ART00043,CLI061,LE003,SO9822050,02/13/2021,03/03/2021,79,988.68,78105.72,38.08
ART00266,CLI091,LE002,SO3329775,05/03/2024,06/01/2024,134,548.91,73553.94,8.2
ART00186,CLI070,LE001,SO8395004,01/04/2023,01/06/2023,52,8415.1,437585.2,18.65
ART00050,CLI074,LE002,SO8171973,05/31/2021,06/15/2021,213,186.56,39737.28,43.28
ART00924,CLI091,LE002,SO4608308,04/15/2023,05/11/2023,1,326.71,326.71,39.4
ART00317,CLI084,LE002,SO6570036,08/31/2021,10/12/2021,463,141.34,65440.42,48.13
ART00524,CLI006,LE002,SO1367697,12/28/2021,,316,41.99,13268.84,29.79
ART00494,CLI095,LE001,SO2507972,08/10/2024,08/31/2024,183,302.61,55377.63,52.25
ART00718,CLI060,LE001,SO5387539,09/23/2021,10/21/2021,341,1567.87,534643.67,51.23
ART00368,CLI045,LE003,SO8115698,02/01/2024,02/09/2024,68,2207.79,150129.72,37.15
ART00329,CLI097,LE001,SO2757747,01/01/2024,01/22/2024,185,540.85,100057.25,22.28
ART00467,CLI085,LE003,SO1171956,03/05/2022,03/20/2022,269,69.49,18692.81,45.4
ART00860,CLI011,LE003,SO5206652,01/18/2022,02/02/2022,470,18.6,8742,14.78
ART00905,CLI085,LE003,SO3528944,06/24/2022,07/25/2022,476,224.23,106733.48,30.66
ART00191,CLI053,LE003,SO3517498,07/29/2022,07/30/2022,404,947.66,382854.64,33.33
ART00644,CLI062,LE001,SO7321498,10/11/2023,11/19/2023,171,9.86,1686.06,24.04
ART00987,CLI087,LE002,SO3479755,11/10/2024,12/03/2024,46,84.38,3881.48,48.08
ART00094,CLI009,LE003,SO9955068,04/19/2023,05/09/2023,464,43.7,20276.8,37.28
ART00761,CLI033,LE001,SO5166447,09/28/2024,11/04/2024,213,24.55,5229.15,42.04
ART00324,CLI013,LE001,SO7913242,11/07/2022,11/28/2022,449,30.21,13564.29,27.34
ART00350,CLI020,LE003,SO9407810,06/19/2021,07/12/2021,182,729.74,132812.68,22.97
ART00262,CLI039,LE003,SO8525757,01/07/2022,01/10/2022,136,2187.89,297553.04,42.71
ART00331,CLI010,LE002,SO2351502,05/11/2021,05/24/2021,367,8.73,3203.91,23.94
ART00163,CLI096,LE003,SO7620193,06/14/2022,07/23/2022,353,1432.94,505827.82,52.57
ART00690,CLI067,LE003,SO6585846,02/03/2024,03/04/2024,478,169.18,80868.04,51.39
ART00082,CLI007,LE001,SO6334710,11/19/2021,11/23/2021,218,326.83,71248.94,44.98
ART00269,CLI009,LE003,SO8857402,10/17/2021,10/24/2021,382,6465.85,2469954.7,40.35
ART00510,CLI096,LE003,SO8093988,11/11/2022,12/02/2022,232,2703.09,627116.88,37.95
ART00060,CLI064,LE003,SO2237269,05/03/2021,06/10/2021,412,971.57,400286.84,20.65
ART00034,CLI083,LE002,SO8591502,11/20/2023,11/21/2023,309,3155.06,974913.54,33.82
ART00637,CLI059,LE003,SO3166968,02/02/2024,,80,209.12,16729.6,22.83
ART00424,CLI008,LE001,SO5342994,06/06/2021,07/09/2021,27,20.51,553.77,50.9
ART00126,CLI100,LE001,SO9825090,03/09/2021,03/14/2021,92,120.81,11114.52,32.11
ART00293,CLI016,LE003,SO5237804,04/17/2023,05/20/2023,466,781.18,364029.88,23.35
ART00527,CLI033,LE001,SO8708397,06/21/2021,06/22/2021,5,288.04,1440.2,46.71
ART00646,CLI097,LE001,SO2556469,05/14/2024,06/17/2024,311,320.68,99731.48,11.42
ART00610,CLI095,LE001,SO1286108,08/21/2023,09/25/2023,240,140.11,33626.4,44.39
ART00211,CLI029,LE003,SO9785403,04/25/2023,05/24/2023,346,40.81,14120.26,49.23
ART00250,CLI029,LE003,SO2765644,09/15/2023,09/20/2023,211,267.09,56355.99,46.76
ART00992,CLI022,LE003,SO7706646,04/04/2022,,153,331.42,50707.26,19.27
ART00344,CLI090,LE001,SO6797606,10/12/2021,11/25/2021,240,163.33,39199.2,53.29
ART00040,CLI038,LE001,SO9073551,12/07/2021,01/06/2022,74,2001.52,148112.48,13.22
ART00713,CLI025,LE003,SO2801608,06/05/2024,,78,865.94,67543.32,42.8
ART00072,CLI065,LE003,SO6081018,11/12/2024,,376,8587.67,3228963.92,46.82
ART00625,CLI052,LE001,SO2502262,04/23/2023,06/04/2023,17,1818.09,30907.53,34.39
ART00828,CLI046,LE002,SO1024146,11/25/2021,12/29/2021,66,619.73,40902.18,39.63
ART00477,CLI009,LE003,SO1023778,03/19/2024,05/03/2024,385,469.18,180634.3,42.9
ART00913,CLI008,LE001,SO8878553,11/14/2022,12/24/2022,302,2806.61,847596.22,27.56
ART00489,CLI083,LE002,SO2309196,03/14/2021,04/24/2021,108,113.2,12225.6,43.86
ART00906,CLI054,LE002,SO2063873,07/18/2022,08/02/2022,65,7175.7,466420.5,39.2
ART00565,CLI065,LE003,SO6999844,11/13/2022,,161,3444.21,554517.81,27.17
ART00519,CLI085,LE003,SO8611052,09/21/2021,09/26/2021,96,327.26,31416.96,30.38
ART00888,CLI020,LE003,SO6095875,10/04/2022,10/09/2022,204,541.89,110545.56,51.16
ART00525,CLI034,LE003,SO4797024,09/20/2023,10/18/2023,271,57.98,15712.58,50.93
ART00124,CLI041,LE001,SO2181887,10/01/2022,11/14/2022,69,74.44,5136.36,46.74
ART00688,CLI014,LE003,SO9809889,06/12/2023,07/11/2023,290,127.76,37050.4,28.01
ART00377,CLI078,LE003,SO3947093,04/30/2022,05/17/2022,331,6278.37,2078140.47,35.83
ART00748,CLI094,LE003,SO3592106,11/12/2021,12/17/2021,341,25.2,8593.2,26.79
ART00488,CLI022,LE003,SO7422417,07/16/2021,08/27/2021,70,201.1,14077,12.58
ART00126,CLI052,LE001,SO4742277,02/12/2024,03/17/2024,395,97.86,38654.7,16.19
ART00313,CLI010,LE002,SO8572680,10/14/2024,10/26/2024,487,94.17,45860.79,22.55
ART00408,CLI047,LE001,SO5759744,08/15/2024,09/07/2024,4,30.64,122.56,38.35
ART00828,CLI069,LE002,SO3480074,02/25/2024,04/08/2024,451,701.11,316200.61,46.64
ART00973,CLI020,LE003,SO6409792,01/11/2021,,45,382.56,17215.2,49.4
ART00495,CLI041,LE001,SO2149487,11/05/2021,11/21/2021,23,91.79,2111.17,22.04
ART00009,CLI078,LE003,SO2822857,06/17/2023,06/19/2023,11,426.15,4687.65,50.94
ART00937,CLI065,LE003,SO4972973,07/29/2022,08/16/2022,398,86.72,34514.56,28.63
ART00676,CLI070,LE001,SO1564038,01/02/2024,02/14/2024,458,287.55,131697.9,6.6
ART00958,CLI067,LE003,SO6173347,12/10/2021,,179,626.82,112200.78,30.25
ART00690,CLI040,LE003,SO7657958,12/06/2022,12/10/2022,227,152.24,34558.48,45.99
ART00412,CLI017,LE002,SO4706244,04/13/2024,04/30/2024,230,82.82,19048.6,39.31
ART00239,CLI086,LE001,SO1589155,04/23/2024,05/20/2024,222,18.32,4067.04,54.69
ART00486,CLI094,LE003,SO6966440,08/30/2021,09/24/2021,182,839.32,152756.24,26.88
ART00506,CLI093,LE001,SO3596279,07/06/2023,08/12/2023,490,18.84,9231.6,24.42
ART00847,CLI090,LE001,SO9134137,06/19/2023,06/29/2023,56,4058.36,227268.16,29.77
ART00241,CLI043,LE002,SO6466195,06/03/2021,06/09/2021,47,485.97,22840.59,14.87
ART00329,CLI084,LE002,SO4458968,06/05/2022,06/10/2022,76,565.11,42948.36,25.61
ART00991,CLI081,LE001,SO4224092,09/16/2024,10/22/2024,24,408.54,9804.96,47.84
ART00727,CLI025,LE003,SO7817788,01/13/2024,,66,31.93,2107.38,18.63
ART00157,CLI022,LE003,SO3481428,01/12/2022,02/24/2022,398,325.8,129668.4,44.32
ART00844,CLI060,LE001,SO6114453,07/31/2023,08/03/2023,119,1371.31,163185.89,42.59
ART00787,CLI026,LE002,SO5119479,10/26/2024,11/16/2024,98,8346.47,817954.06,18.19
ART00539,CLI045,LE003,SO4546076,07/15/2024,08/06/2024,92,192.38,17698.96,34.13
ART00541,CLI032,LE003,SO8947296,12/29/2024,01/28/2025,398,2727.97,1085732.06,30.52
ART00096,CLI065,LE003,SO2099711,10/15/2023,11/07/2023,353,57.04,20135.12,43.57
ART00665,CLI079,LE001,SO4348840,12/05/2021,01/16/2022,316,437.2,138155.2,29.52
ART00213,CLI091,LE002,SO5816860,04/26/2023,,437,51.97,22710.89,42.24
ART00121,CLI016,LE003,SO8060227,04/21/2022,05/25/2022,293,119.13,34905.09,32.93
ART00834,CLI077,LE003,SO3312830,12/30/2024,02/12/2025,47,472.65,22214.55,50.31
ART00603,CLI074,LE002,SO9871220,06/27/2022,07/11/2022,442,1561.35,690116.7,30.16
ART00738,CLI080,LE001,SO7868037,09/14/2022,10/02/2022,244,208.38,50844.72,32.5
ART00727,CLI064,LE003,SO1750481,01/27/2021,03/07/2021,190,39.07,7423.3,33.5
ART00155,CLI069,LE002,SO6181632,07/07/2024,08/15/2024,196,38.77,7598.92,2.84
ART00398,CLI085,LE003,SO8102348,09/11/2021,10/10/2021,354,621.15,219887.1,34.7
ART00388,CLI082,LE003,SO8728252,12/13/2021,01/25/2022,16,171.28,2740.48,49.11
ART00007,CLI007,LE001,SO1657078,02/16/2021,03/27/2021,251,226.53,56859.03,35.33
ART00490,CLI009,LE003,SO8321627,08/13/2021,09/18/2021,374,3.03,1133.22,25.41
ART00255,CLI092,LE003,SO4535931,05/09/2024,,248,14.97,3712.56,23.31
ART00176,CLI098,LE002,SO9247999,05/11/2023,,338,1215.01,410673.38,37.84
ART00408,CLI079,LE001,SO2246043,09/17/2021,09/27/2021,279,33.06,9223.74,42.86
ART00849,CLI061,LE003,SO8151486,04/22/2021,05/15/2021,431,634.41,273430.71,53.12
ART00968,CLI085,LE003,SO7102285,04/22/2021,05/26/2021,400,3306.17,1322468,40.61
ART00543,CLI008,LE001,SO9723189,07/08/2021,07/26/2021,144,124.33,17903.52,16.13
