MATNR,LGORT_ID,LIEF_ID,LEGAL_ENTITY,EBELN,BEDAT,EINDT,QTY,PREZZO_UN,VALORE_TOT,LEAD_TIME_GG
ART00517,MAG014,SUP018,LE002,PO7969443,20230718,20230822,504,19.29,9722.16,35
ART00673,MAG019,SUP035,LE003,PO3409051,20240417,20240519,417,596.68,248815.56,32
ART00454,MAG002,SUP050,LE001,PO9505564,20240313,20240420,1827,115.52,211055.04,38
ART00079,MAG016,SUP061,LE003,PO2196752,20230708,20230712,1040,34.24,35609.6,4
ART00927,MAG017,SUP024,LE003,PO3556151,20210120,20210211,1504,525.81,790818.24,22
ART00097,MAG009,SUP023,LE002,PO3935442,20220615,20220620,39,1884.94,73512.66,5
ART00931,MAG007,SUP016,LE001,PO7462566,20210206,20210216,107,962.43,102980.01,10
ART00122,MAG020,SUP075,LE003,PO7045092,20241103,20241204,1733,125.67,217786.11,31
ART00082,MAG006,SUP024,LE001,PO7716873,20210126,20210225,451,176.16,79448.16,30
ART00187,MAG003,SUP020,LE001,PO6799772,20210206,20210313,731,238.23,174146.13,35
ART00481,MAG004,SUP078,LE001,PO1993877,20210913,20211017,786,201.78,158599.08,34
ART00170,MAG005,SUP004,LE001,PO4721510,20240221,20240315,130,3.69,479.7,23
ART00760,MAG015,SUP024,LE002,PO5895084,20220704,20220716,1681,552.75,929172.75,12
ART00879,MAG001,SUP049,LE001,PO1318882,20220822,20220917,997,60.36,60178.92,26
ART00991,MAG012,SUP061,LE002,PO8232700,20240219,20240407,776,228.37,177215.12,48
ART00088,MAG006,SUP006,LE001,PO6623447,20230403,20230417,449,61.84,27766.16,14
ART00996,MAG005,SUP015,LE001,PO4931784,20220527,20220715,37,110.86,4101.82,49
ART00115,MAG018,SUP070,LE003,PO6227159,20220602,20220728,256,246.03,62983.68,56
ART00345,MAG009,SUP074,LE002,PO9878706,20221219,20230208,711,81.8,58159.8,51
ART00921,MAG001,SUP032,LE001,PO2773891,20210403,20210414,407,208.14,84712.98,11
ART00543,MAG002,SUP041,LE001,PO6294007,20221101,20221119,1593,114.2,181920.6,18
ART00111,MAG007,SUP013,LE001,PO3108169,20220222,20220305,512,107.37,54973.44,11
ART00686,MAG008,SUP022,LE001,PO2457800,20210904,20211003,786,1845.3,1450405.8,29
ART00720,MAG006,SUP026,LE001,PO3534272,20220718,20220723,446,103.45,46138.7,5
ART00745,MAG007,SUP067,LE001,PO6865841,20230109,20230207,1590,47.6,75684,29
ART00510,MAG004,SUP022,LE001,PO9888800,20220810,20220815,168,1523.43,255936.24,5
ART00773,MAG010,SUP019,LE002,PO1144382,20220613,,1716,202.83,348056.28,
ART00344,MAG002,SUP034,LE001,PO5379849,20240228,20240319,1091,61.32,66900.12,20
ART00380,MAG018,SUP020,LE003,PO9301944,20240926,20241110,1428,136.54,194979.12,45
ART00041,MAG015,SUP059,LE002,PO6395906,20230812,20230906,1937,53.26,103164.62,25
ART00038,MAG009,SUP019,LE002,PO4146120,20210302,20210410,817,1682.86,1374896.62,39
ART00359,MAG006,SUP044,LE001,PO6737604,20220507,20220523,454,217.61,98794.94,16
ART00388,MAG005,SUP020,LE001,PO5943557,20221129,20221228,823,97.19,79987.37,29
ART00023,MAG002,SUP039,LE001,PO8975444,20230305,20230313,913,491.88,449086.44,8
ART00158,MAG018,SUP048,LE003,PO1651210,20230831,20230911,1205,11.19,13483.95,11
ART00530,MAG008,SUP068,LE001,PO1886629,20220519,20220714,1824,1755.9,3202761.6,56
ART00450,MAG015,SUP076,LE002,PO8297023,20210713,,1069,2,2138,
ART00528,MAG011,SUP042,LE002,PO6174115,20231220,20240102,720,18.27,13154.4,13
ART00500,MAG005,SUP046,LE001,PO3338143,20230329,20230401,143,234.54,33539.22,3
ART00082,MAG002,SUP036,LE001,PO6921020,20230818,20231006,1436,183.34,263276.24,49
ART00694,MAG004,SUP044,LE001,PO5074800,20221010,20221121,1439,193.68,278705.52,42
ART00556,MAG004,SUP018,LE001,PO7483506,20230107,,1832,20.3,37189.6,
ART00520,MAG001,SUP060,LE001,PO3447973,20230603,20230713,482,30.2,14556.4,40
ART00088,MAG002,SUP004,LE001,PO9775265,20231120,20231226,303,60.29,18267.87,36
ART00794,MAG007,SUP013,LE001,PO1798975,20210520,20210716,707,21.91,15490.37,57
ART00908,MAG009,SUP049,LE002,PO7146729,20240825,20241006,1998,174.58,348810.84,42
ART00966,MAG012,SUP062,LE002,PO9419077,20211214,20220115,1257,40.09,50393.13,32
ART00162,MAG001,SUP018,LE001,PO6312135,20221208,20230202,221,1132.61,250306.81,56
ART00243,MAG018,SUP078,LE003,PO6967286,20240423,20240607,1776,10.94,19429.44,45
ART00090,MAG013,SUP030,LE002,PO7027563,20240906,20240914,785,11.3,8870.5,8
ART00608,MAG017,SUP034,LE003,PO8084428,20240128,,1386,133.74,185363.64,
ART00587,MAG003,SUP052,LE001,PO5473078,20210514,20210621,1881,105.15,197787.15,38
ART00979,MAG015,SUP052,LE002,PO9781631,20230802,20230811,1475,277.67,409563.25,9
ART00481,MAG013,SUP049,LE002,PO8542095,20211115,20211225,254,236.07,59961.78,40
ART00201,MAG016,SUP072,LE003,PO4431356,20210111,20210309,505,282.77,142798.85,57
ART00203,MAG012,SUP004,LE002,PO3491104,20220824,20220909,1114,3774.99,4205338.86,16
ART00764,MAG005,SUP005,LE001,PO3439087,20220618,20220804,1424,124.84,177772.16,47
ART00905,MAG017,SUP049,LE003,PO9652859,20240809,20240926,1764,159.82,281922.48,48
ART00197,MAG016,SUP041,LE003,PO6923813,20211018,20211108,919,19.42,17846.98,21
ART00267,MAG002,SUP002,LE001,PO8166180,20220614,20220715,1233,12.26,15116.58,31
ART00017,MAG012,SUP033,LE002,PO8985423,20221015,20221024,77,24.85,1913.45,9
ART00851,MAG012,SUP014,LE002,PO6925476,20241109,20241214,908,23.15,21020.2,35
ART00408,MAG020,SUP053,LE003,PO4387141,20220216,20220413,695,15.15,10529.25,56
ART00880,MAG006,SUP053,LE001,PO5203119,20210322,20210331,1542,7.7,11873.4,9
ART00464,MAG005,SUP046,LE001,PO9731121,20210826,20210912,1844,719.87,1327440.28,17
ART00450,MAG008,SUP076,LE001,PO2647798,20230517,20230618,543,2.63,1428.09,32
ART00063,MAG011,SUP007,LE002,PO6455338,20221016,20221123,1857,182.32,338568.24,38
ART00452,MAG017,SUP074,LE003,PO1611972,20231228,,1939,6149.47,11923822.33,
ART00871,MAG009,SUP064,LE002,PO3229886,20210403,20210414,1392,19.55,27213.6,11
ART00903,MAG014,SUP043,LE002,PO8011547,20220211,20220219,1975,15.04,29704,8
ART00565,MAG010,SUP040,LE002,PO3580821,20210129,,1734,2452.4,4252461.6,
ART00780,MAG012,SUP075,LE002,PO2170914,20230615,20230621,1662,58.15,96645.3,6
ART00983,MAG013,SUP056,LE002,PO8819663,20240118,20240307,1006,1825.35,1836302.1,49
ART00662,MAG016,SUP024,LE003,PO6356453,20231217,20240130,276,213.19,58840.44,44
ART00809,MAG018,SUP037,LE003,PO8606693,20230729,20230805,1397,109.89,153516.33,7
ART00328,MAG015,SUP080,LE002,PO8951643,20220416,20220430,144,23.63,3402.72,14
ART00073,MAG005,SUP045,LE001,PO3726155,20210211,20210313,1129,5.82,6570.78,30
ART00197,MAG003,SUP011,LE001,PO2476899,20230827,20230916,1672,21.69,36265.68,20
ART00423,MAG020,SUP050,LE003,PO8901509,20240222,20240327,1255,21.18,26580.9,34
ART00685,MAG010,SUP037,LE002,PO7907261,20220920,20221115,1995,509.53,1016512.35,56
ART00580,MAG002,SUP079,LE001,PO3728836,20211019,20211218,1999,1.98,3958.02,60
ART00782,MAG006,SUP080,LE001,PO4991057,20211228,20220125,1139,4865.15,5541405.85,28
ART00156,MAG008,SUP021,LE001,PO9056542,20230318,20230425,1757,440.47,773905.79,38
ART00198,MAG002,SUP030,LE001,PO5522671,20230509,20230529,148,222.79,32972.92,20
ART00138,MAG008,SUP068,LE001,PO9389468,20240808,,428,101.26,43339.28,
ART00122,MAG019,SUP013,LE003,PO4772534,20230408,20230413,45,145.55,6549.75,5
ART00714,MAG003,SUP007,LE001,PO2145547,20240401,20240501,1229,56.09,68934.61,30
ART00981,MAG012,SUP003,LE002,PO7527469,20230324,20230412,1049,45.04,47246.96,19
ART00964,MAG007,SUP040,LE001,PO6843116,20210420,20210504,1674,4639.71,7766874.54,14
ART00579,MAG012,SUP036,LE002,PO3444509,20231224,20240202,1955,491.93,961723.15,40
ART00122,MAG009,SUP038,LE002,PO4547027,20230725,20230908,822,141.6,116395.2,45
ART00391,MAG003,SUP017,LE001,PO2671326,20210224,20210329,65,165.97,10788.05,33
ART00376,MAG005,SUP030,LE001,PO5151664,20220501,20220509,494,22.61,11169.34,8
ART00166,MAG009,SUP007,LE002,PO1936373,20241004,20241019,586,52.69,30876.34,15
ART00828,MAG011,SUP068,LE002,PO1329002,20210406,20210417,602,305.59,183965.18,11
ART00728,MAG014,SUP024,LE002,PO5561888,20220406,20220521,939,164.66,154615.74,45
ART00813,MAG019,SUP068,LE003,PO2219831,20230606,20230629,1251,48.89,61161.39,23
ART00112,MAG019,SUP048,LE003,PO3102871,20210803,,1811,45.83,82998.13,
ART00835,MAG014,SUP044,LE002,PO9196268,20210720,20210815,753,105.98,79802.94,26
ART00602,MAG015,SUP021,LE002,PO5565162,20231108,20231214,1425,2615.69,3727358.25,36
ART00183,MAG007,SUP033,LE001,PO5273684,20210706,20210807,1220,43.47,53033.4,32
ART00011,MAG005,SUP021,LE001,PO1405745,20240318,20240325,1879,154.21,289760.59,7
ART00465,MAG005,SUP067,LE001,PO5000168,20220319,20220330,1910,722.71,1380376.1,11
ART00938,MAG016,SUP024,LE003,PO1768408,20240611,,1019,145.06,147816.14,
ART00227,MAG001,SUP017,LE001,PO6901658,20231021,,955,49.32,47100.6,
ART00483,MAG013,SUP046,LE002,PO4657871,20211114,20211228,1686,141.04,237793.44,44
ART00380,MAG010,SUP032,LE002,PO7810857,20210521,20210708,624,126.76,79098.24,48
ART00478,MAG007,SUP036,LE001,PO7005527,20240205,,816,512.64,418314.24,
ART00691,MAG015,SUP068,LE002,PO6658069,20220324,20220523,1819,46.24,84110.56,60
ART00176,MAG002,SUP035,LE001,PO6829899,20240320,20240426,1215,840.25,1020903.75,37
ART00960,MAG001,SUP079,LE001,PO8552066,20210724,20210903,1920,10.61,20371.2,41
ART00889,MAG013,SUP077,LE002,PO2944956,20231226,20240109,1505,1397.52,2103267.6,14
ART00372,MAG003,SUP039,LE001,PO6229129,20210111,,637,475.34,302791.58,
ART00109,MAG020,SUP014,LE003,PO1919398,20210713,20210902,80,144.86,11588.8,51
ART00517,MAG018,SUP042,LE003,PO8198368,20221102,,1040,19.26,20030.4,
ART00143,MAG013,SUP035,LE002,PO8240055,20210321,20210407,1487,80.28,119376.36,17
ART00552,MAG008,SUP025,LE001,PO5161463,20210902,20210921,1442,49.37,71191.54,19
ART00555,MAG013,SUP030,LE002,PO2882494,20240223,20240409,205,18.84,3862.2,46
ART00189,MAG015,SUP029,LE002,PO2534943,20210611,20210705,240,178.87,42928.8,24
ART00154,MAG017,SUP063,LE003,PO7741999,20221130,20221219,1102,70.93,78164.86,19
ART00024,MAG004,SUP021,LE001,PO6153125,20241213,20250201,400,207.61,83044,50
ART00186,MAG004,SUP040,LE001,PO2628009,20210301,20210406,626,5697.51,3566641.26,36
ART00265,MAG004,SUP002,LE001,PO3479847,20210623,20210712,767,13.42,10293.14,19
ART00033,MAG011,SUP010,LE002,PO3775169,20230705,20230804,997,170.47,169958.59,30
ART00176,MAG006,SUP012,LE001,PO2907112,20220526,20220531,1799,617.79,1111404.21,5
ART00196,MAG005,SUP030,LE001,PO3074104,20220519,,417,1845.08,769398.36,
ART00748,MAG009,SUP011,LE002,PO6968773,20231203,20231215,1937,16.79,32522.23,12
ART00899,MAG012,SUP024,LE002,PO9475043,20210507,20210522,620,501.67,311035.4,15
ART00279,MAG017,SUP076,LE003,PO4547380,20241125,20241221,1223,37.87,46315.01,26
ART00616,MAG019,SUP037,LE003,PO4267421,20230703,20230711,1733,192.97,334417.01,8
ART00250,MAG006,SUP056,LE001,PO6402320,20241130,20241215,1349,154.17,207975.33,15
ART00004,MAG017,SUP026,LE003,PO2188584,20220623,,822,632.54,519947.88,
ART00403,MAG018,SUP046,LE003,PO6597362,20240801,20240909,1795,199.19,357546.05,39
ART00606,MAG015,SUP071,LE002,PO7564718,20220730,20220909,1004,16.41,16475.64,41
ART00813,MAG001,SUP058,LE001,PO6655756,20230328,20230401,198,53.44,10581.12,4
ART00487,MAG006,SUP052,LE001,PO7937133,20230926,20231019,608,134.26,81630.08,23
ART00644,MAG019,SUP065,LE003,PO7520980,20211214,20220206,1591,6.67,10611.97,54
ART00362,MAG010,SUP031,LE002,PO5877017,20230909,20231002,209,1065.69,222729.21,23
ART00264,MAG015,SUP008,LE002,PO2651287,20210129,20210201,1744,35.17,61336.48,3
ART00377,MAG004,SUP016,LE001,PO1941800,20230127,20230309,1987,3244.41,6446642.67,41
ART00180,MAG011,SUP053,LE002,PO7826162,20220406,20220409,151,8.61,1300.11,3
ART00513,MAG008,SUP080,LE001,PO5976239,20231129,20231211,323,15.65,5054.95,12
ART00554,MAG005,SUP066,LE001,PO3492819,20220118,20220311,906,707.95,641402.7,52
ART00727,MAG012,SUP017,LE002,PO3211353,20210209,20210408,978,26.68,26093.04,58
ART00255,MAG016,SUP080,LE003,PO9730860,20210228,20210419,117,9.35,1093.95,50
ART00187,MAG004,SUP044,LE001,PO1864345,20230630,20230727,862,197.68,170400.16,27
ART00025,MAG007,SUP046,LE001,PO3163226,20220608,,943,434.21,409460.03,
ART00070,MAG013,SUP074,LE002,PO3192610,20211220,20220202,699,352.57,246446.43,44
ART00030,MAG010,SUP036,LE002,PO8391561,20230728,20230828,18,25.97,467.46,31
ART00032,MAG010,SUP003,LE002,PO7204982,20230429,20230525,1556,67.58,105154.48,26
ART00874,MAG002,SUP038,LE001,PO5784115,20230913,,1305,509.63,665067.15,
ART00491,MAG002,SUP007,LE001,PO7483327,20210502,20210601,627,31,19437,30
ART00977,MAG007,SUP054,LE001,PO1694308,20231028,20231227,154,222.43,34254.22,60
ART00591,MAG012,SUP059,LE002,PO2817616,20210807,20210921,157,723.41,113575.37,45
ART00566,MAG005,SUP026,LE001,PO6438091,20220403,20220424,589,176,103664,21
ART00491,MAG015,SUP017,LE002,PO1607593,20211014,,1949,36.46,71060.54,
ART00510,MAG010,SUP077,LE002,PO9608212,20230112,20230216,1616,1736.25,2805780,35
ART00060,MAG007,SUP013,LE001,PO6234178,20211014,20211020,350,843.03,295060.5,6
ART00578,MAG007,SUP006,LE001,PO8553525,20240614,20240622,608,744.01,452358.08,8
ART00763,MAG004,SUP057,LE001,PO2853717,20230510,,1063,5.92,6292.96,
ART00053,MAG014,SUP005,LE002,PO4101466,20230924,20231013,444,563.8,250327.2,19
ART00492,MAG001,SUP066,LE001,PO2318204,20231025,20231125,1817,1156.92,2102123.64,31
ART00758,MAG009,SUP043,LE002,PO5851814,20221110,20230105,1611,20.3,32703.3,56
ART00914,MAG006,SUP068,LE001,PO9174619,20210510,20210702,1169,87.1,101819.9,53
ART00065,MAG019,SUP028,LE003,PO1619866,20211006,20211118,866,2411.22,2088116.52,44
ART00729,MAG002,SUP069,LE001,PO4946473,20220711,20220819,419,772.71,323765.49,39
ART00468,MAG009,SUP045,LE002,PO9857154,20211002,20211130,616,42.13,25952.08,60
ART00503,MAG019,SUP032,LE003,PO7150723,20230613,20230811,34,87.32,2968.88,59
ART00823,MAG003,SUP035,LE001,PO3127823,20230527,20230628,1725,22.93,39554.25,32
ART00683,MAG011,SUP028,LE002,PO6753150,20210510,20210704,471,3116.67,1467951.57,55
ART00264,MAG018,SUP029,LE003,PO5968801,20231116,20231202,852,30.02,25577.04,16
ART00113,MAG019,SUP023,LE003,PO3015345,20211218,20211231,1825,345.41,630373.25,13
ART00225,MAG008,SUP069,LE001,PO6711879,20231001,20231018,1983,3452.62,6846545.46,17
ART00037,MAG009,SUP046,LE002,PO5936425,20210418,20210608,1191,647.92,771672.72,51
ART00434,MAG005,SUP027,LE001,PO9095837,20220617,20220711,359,28.69,10299.71,24
ART00260,MAG015,SUP071,LE002,PO4742586,20210622,20210804,1138,13.46,15317.48,43
ART00054,MAG018,SUP023,LE003,PO2746724,20220509,20220521,1369,338.61,463557.09,12
ART00122,MAG012,SUP003,LE002,PO2127655,20210128,20210302,1247,128,159616,33
ART00599,MAG001,SUP080,LE001,PO2854437,20220621,20220625,1679,252.94,424686.26,4
ART00879,MAG007,SUP018,LE001,PO9197720,20210809,,1069,69.99,74819.31,
ART00467,MAG010,SUP075,LE002,PO5623708,20240204,20240211,143,31.11,4448.73,7
ART00440,MAG007,SUP019,LE001,PO6323006,20240813,20241008,1424,1155.83,1645901.92,56
ART00264,MAG002,SUP034,LE001,PO5327633,20230213,20230331,708,29.17,20652.36,46
ART00679,MAG005,SUP076,LE001,PO3350087,20230213,,1475,25,36875,
ART00890,MAG018,SUP026,LE003,PO5041861,20210501,20210519,1990,123.54,245844.6,18
ART00027,MAG002,SUP030,LE001,PO1877588,20230924,20231030,1432,18.69,26764.08,36
ART00929,MAG018,SUP065,LE003,PO9387581,20210816,20210911,627,392.55,246128.85,26
ART00664,MAG012,SUP011,LE002,PO6548480,20210325,20210506,1340,24.5,32830,41
ART00761,MAG016,SUP026,LE003,PO7861409,20210406,20210509,66,13.07,862.62,33
ART00323,MAG005,SUP064,LE001,PO9562103,20240115,20240311,830,487.37,404517.1,56
ART00245,MAG001,SUP040,LE001,PO4580327,20220316,20220407,1006,426.82,429380.92,22
ART00909,MAG002,SUP072,LE001,PO9859042,20220302,20220326,1248,1673.65,2088715.2,24
ART00732,MAG010,SUP044,LE002,PO8519783,20220730,20220811,92,501.65,46151.8,12
ART00788,MAG020,SUP018,LE003,PO4681980,20220318,20220403,75,217.83,16337.25,16
ART00714,MAG011,SUP023,LE002,PO8573071,20220511,20220623,5,52.25,261.25,43
ART00910,MAG007,SUP066,LE001,PO1465650,20221231,20230216,12,83.73,1004.76,47
ART00745,MAG011,SUP004,LE002,PO5010141,20210430,20210513,672,42.17,28338.24,13
ART00894,MAG007,SUP069,LE001,PO1259018,20220515,20220714,1695,2301.91,3901737.45,60
ART00541,MAG010,SUP077,LE002,PO9163934,20240508,20240704,1692,1677.57,2838448.44,57
ART00509,MAG018,SUP015,LE003,PO6132810,20220918,20221102,1394,227.82,317581.08,45
ART00569,MAG016,SUP025,LE003,PO6422385,20220124,20220218,662,339.36,224656.32,25
ART00299,MAG002,SUP024,LE001,PO6275526,20231023,20231220,1607,144.7,232532.9,58
ART00027,MAG008,SUP018,LE001,PO5854221,20231230,20240111,532,20.69,11007.08,12
ART00107,MAG011,SUP002,LE002,PO3731045,20240710,,996,98.19,97797.24,
ART00828,MAG009,SUP045,LE002,PO5046667,20220325,20220508,1695,402.47,682186.65,44
ART00003,MAG017,SUP015,LE003,PO5980965,20231209,20240122,522,5743.44,2998075.68,44
ART00886,MAG004,SUP076,LE001,PO6983191,20240820,,929,86.81,80646.49,
ART00578,MAG016,SUP077,LE003,PO5824788,20210614,20210625,1218,769.88,937713.84,11
ART00052,MAG011,SUP032,LE002,PO3039417,20211007,20211103,1829,144.84,264912.36,27
ART00702,MAG002,SUP063,LE001,PO2261086,20240617,20240806,1497,21.38,32005.86,50
ART00428,MAG010,SUP055,LE002,PO9425320,20240602,20240724,1964,262.15,514862.6,52
ART00675,MAG003,SUP075,LE001,PO2322769,20210218,20210319,391,106.01,41449.91,29
ART00475,MAG014,SUP059,LE002,PO3651848,20220109,20220215,314,262.89,82547.46,37
ART00631,MAG011,SUP022,LE002,PO9069573,20241104,20241203,1630,730.34,1190454.2,29
ART00111,MAG014,SUP039,LE002,PO5850066,20241019,20241029,1217,113.64,138299.88,10
ART00665,MAG011,SUP051,LE002,PO3190910,20211125,20220122,7,339.82,2378.74,58
ART00158,MAG018,SUP004,LE003,PO3020980,20211117,20211218,1474,10.77,15874.98,31
ART00725,MAG004,SUP072,LE001,PO8922183,20221230,20230216,1840,430.35,791844,48
ART00037,MAG014,SUP010,LE002,PO1544136,20240420,20240517,1717,831.14,1427067.38,27
ART00337,MAG020,SUP065,LE003,PO4227713,20240205,20240225,83,3522.73,292386.59,20
ART00534,MAG009,SUP077,LE002,PO9523148,20230215,20230220,1756,23.76,41722.56,5
ART00879,MAG014,SUP075,LE002,PO4453386,20230319,20230427,807,65.76,53068.32,39
ART00708,MAG015,SUP039,LE002,PO4796251,20210709,20210810,38,588.28,22354.64,32
ART00265,MAG001,SUP033,LE001,PO2902152,20240828,20240930,655,13.6,8908,33
ART00009,MAG012,SUP007,LE002,PO9690026,20210205,20210304,1847,225.47,416443.09,27
ART00592,MAG017,SUP035,LE003,PO3035505,20230521,20230525,1008,642.85,647992.8,4
ART00856,MAG006,SUP034,LE001,PO8844412,20230518,20230716,1484,128.03,189996.52,59
ART00713,MAG012,SUP039,LE002,PO1254061,20221129,20230123,1384,544.85,754072.4,55
ART00442,MAG019,SUP018,LE003,PO6687133,20240724,20240906,1955,1.34,2619.7,44
ART00542,MAG017,SUP067,LE003,PO6460360,20210607,20210612,910,36.4,33124,5
ART00392,MAG006,SUP065,LE001,PO1385664,20220822,20220829,457,63.07,28822.99,7
ART00117,MAG009,SUP072,LE002,PO4857028,20210830,20211002,1301,1396.59,1816963.59,33
ART00946,MAG002,SUP072,LE001,PO5354859,20241106,20241207,208,56.73,11799.84,31
ART00115,MAG017,SUP026,LE003,PO5683404,20241230,,1258,312.06,392571.48,
ART00577,MAG020,SUP078,LE003,PO1648367,20240831,20241018,1869,37.01,69171.69,48
ART00824,MAG002,SUP076,LE001,PO8843783,20230707,20230723,664,5.22,3466.08,16
ART00181,MAG001,SUP011,LE001,PO6811970,20220327,20220505,154,24.5,3773,39
ART00817,MAG012,SUP005,LE002,PO7630367,20240528,20240607,1507,1317.09,1984854.63,10
ART00681,MAG005,SUP030,LE001,PO8026952,20230606,20230719,1767,19.94,35233.98,43
ART00166,MAG013,SUP051,LE002,PO6994090,20220605,20220624,945,55.3,52258.5,19
ART00462,MAG003,SUP047,LE001,PO3621634,20210724,20210801,1430,3921.36,5607544.8,8
ART00671,MAG018,SUP017,LE003,PO4066396,20241105,20241116,372,187.88,69891.36,11
ART00591,MAG010,SUP056,LE002,PO9279198,20221003,20221018,1011,597.57,604143.27,15
ART00992,MAG016,SUP074,LE003,PO5885138,20220722,20220824,953,272.33,259530.49,33
ART00153,MAG009,SUP080,LE002,PO2519928,20210221,20210414,1524,29.7,45262.8,52
ART00003,MAG009,SUP058,LE002,PO8527693,20211027,20211122,497,6445.68,3203502.96,26
ART00377,MAG007,SUP013,LE001,PO5285987,20221104,20221214,115,4199.45,482936.75,40
ART00913,MAG009,SUP053,LE002,PO8104430,20240419,20240426,1065,1695.62,1805835.3,7
ART00701,MAG019,SUP075,LE003,PO2706858,20221117,20230102,659,107.09,70572.31,46
ART00524,MAG011,SUP002,LE002,PO8315659,20231103,20231122,1266,31.68,40106.88,19
ART00437,MAG011,SUP015,LE002,PO1373577,20240108,20240206,1202,311.86,374855.72,29
ART00816,MAG004,SUP034,LE001,PO9525176,20210824,20211004,1589,164.56,261485.84,41
ART00665,MAG018,SUP070,LE003,PO1699876,20230828,20230927,1817,263.28,478379.76,30
ART00650,MAG015,SUP035,LE002,PO2553535,20220516,20220626,1726,117.97,203616.22,41
ART00287,MAG015,SUP027,LE002,PO3198366,20231002,20231102,1098,666.07,731344.86,31
ART00902,MAG002,SUP008,LE001,PO1644180,20220917,20221016,1258,127.04,159816.32,29
ART00958,MAG008,SUP045,LE001,PO1749890,20231215,20240128,1897,395.34,749959.98,44
ART00491,MAG018,SUP039,LE003,PO9305539,20210111,20210307,1633,33.99,55505.67,55
ART00100,MAG011,SUP053,LE002,PO3194156,20221123,20221217,1521,21.36,32488.56,24
ART00437,MAG017,SUP025,LE003,PO5982234,20210806,20210904,1833,232.16,425549.28,29
ART00339,MAG014,SUP055,LE002,PO7819787,20211005,20211021,1966,265.44,521855.04,16
ART00636,MAG003,SUP077,LE001,PO5758508,20240109,20240129,633,6.1,3861.3,20
ART00632,MAG007,SUP020,LE001,PO3581917,20210317,20210508,429,62.17,26670.93,52
ART00350,MAG004,SUP055,LE001,PO5547008,20210604,20210707,855,529.28,452534.4,33
ART00260,MAG015,SUP074,LE002,PO8125441,20230902,,667,14.82,9884.94,
ART00512,MAG012,SUP062,LE002,PO8466042,20231110,,1554,1369.11,2127596.94,
ART00180,MAG013,SUP011,LE002,PO3942058,20220209,20220302,459,8.32,3818.88,21
ART00181,MAG018,SUP068,LE003,PO7358440,20240905,20241031,494,23.49,11604.06,56
ART00736,MAG017,SUP016,LE003,PO9239234,20210420,,724,6957.1,5036940.4,
ART00093,MAG015,SUP058,LE002,PO5655140,20240408,20240520,1847,34.89,64441.83,42
