ITEM_NO,WH_CODE,SUP_CODE,LE_CODE,PO_REF,PO_DATE,RCPT_DATE,QTY,PRICE,TOT_VAL,LEAD_DAYS
ART00271,MAG013,SUP064,LE002,PO2091802,07/31/2024,09/01/2024,1776,431.08,765598.08,32
ART00454,MAG010,SUP008,LE002,PO8171083,11/22/2024,12/20/2024,1702,143.56,244339.12,28
ART00529,MAG002,SUP019,LE001,PO5521861,01/16/2023,02/04/2023,1041,440.68,458747.88,19
ART00524,MAG015,SUP073,LE002,PO1990079,06/04/2021,07/26/2021,1265,30.66,38784.9,52
ART00533,MAG014,SUP057,LE002,PO9599957,11/23/2024,01/11/2025,44,38.7,1702.8,49
ART00721,MAG016,SUP043,LE003,PO1338322,07/16/2023,09/01/2023,458,18.98,8692.84,47
ART00385,MAG007,SUP011,LE001,PO2587520,04/04/2023,05/16/2023,359,0.9,323.1,42
ART00691,MAG018,SUP057,LE003,PO3394518,01/21/2024,01/26/2024,1102,46.5,51243,5
ART00493,MAG003,SUP059,LE001,PO4819497,12/18/2023,,456,57.42,26183.52,
ART00548,MAG018,SUP059,LE003,PO4045686,01/11/2021,02/10/2021,729,79.61,58035.69,30
ART00665,MAG007,SUP044,LE001,PO5315992,04/07/2021,04/13/2021,1828,281.95,515404.6,6
ART00715,MAG017,SUP008,LE003,PO7153585,03/12/2024,03/17/2024,1722,189.01,325475.22,5
ART00348,MAG006,SUP056,LE001,PO9285496,04/20/2023,,957,1728.89,1654547.73,
ART00786,MAG006,SUP069,LE001,PO5283037,12/08/2024,12/21/2024,1687,1071.41,1807468.67,13
ART00934,MAG006,SUP010,LE001,PO3722851,01/22/2022,,1965,72.96,143366.4,
ART00037,MAG019,SUP010,LE003,PO5720307,11/06/2024,12/29/2024,1160,671.19,778580.4,53
ART00135,MAG013,SUP004,LE002,PO1555062,04/17/2023,04/21/2023,1450,359.19,520825.5,4
ART00676,MAG020,SUP046,LE003,PO6859634,11/30/2022,01/25/2023,1341,259.81,348405.21,56
ART00479,MAG002,SUP030,LE001,PO3038087,12/30/2024,01/20/2025,1288,3.14,4044.32,21
ART00318,MAG013,SUP072,LE002,PO3286056,05/28/2022,,1017,2061.56,2096606.52,
ART00028,MAG007,SUP080,LE001,PO3357728,01/05/2022,01/16/2022,1923,3.32,6384.36,11
ART00546,MAG005,SUP041,LE001,PO1132649,07/24/2023,08/02/2023,289,33.84,9779.76,9
ART00269,MAG015,SUP038,LE002,PO6637747,04/07/2023,,995,3230.04,3213889.8,
ART00548,MAG017,SUP078,LE003,PO9540308,02/04/2021,04/03/2021,1300,70.21,91273,58
ART00175,MAG011,SUP048,LE002,PO8808339,04/16/2021,06/12/2021,686,28.27,19393.22,57
ART00477,MAG009,SUP080,LE002,PO3298183,07/31/2022,08/28/2022,618,228.54,141237.72,28
ART00099,MAG004,SUP077,LE001,PO4038075,07/15/2022,08/30/2022,1773,67.25,119234.25,46
ART00606,MAG019,SUP077,LE003,PO6992916,10/19/2024,11/30/2024,381,22.18,8450.58,42
ART00698,MAG003,SUP036,LE001,PO8682450,01/09/2024,01/19/2024,721,149.34,107674.14,10
ART00546,MAG017,SUP013,LE003,PO3244780,02/23/2022,04/15/2022,1934,36.94,71441.96,51
ART00006,MAG003,SUP013,LE001,PO8952156,12/13/2022,01/13/2023,729,87.36,63685.44,31
ART00784,MAG014,SUP041,LE002,PO8858869,01/13/2022,02/19/2022,70,10.38,726.6,37
ART00922,MAG018,SUP029,LE003,PO1754209,10/05/2022,10/21/2022,192,10.63,2040.96,16
ART00517,MAG014,SUP018,LE002,PO7969443,07/18/2023,08/22/2023,504,19.29,9722.16,35
ART00673,MAG019,SUP035,LE003,PO3409051,04/17/2024,05/19/2024,417,596.68,248815.56,32
ART00454,MAG002,SUP050,LE001,PO9505564,03/13/2024,04/20/2024,1827,115.52,211055.04,38
ART00079,MAG016,SUP061,LE003,PO2196752,07/08/2023,07/12/2023,1040,34.24,35609.6,4
ART00927,MAG017,SUP024,LE003,PO3556151,01/20/2021,02/11/2021,1504,525.81,790818.24,22
ART00097,MAG009,SUP023,LE002,PO3935442,06/15/2022,06/20/2022,39,1884.94,73512.66,5
ART00931,MAG007,SUP016,LE001,PO7462566,02/06/2021,02/16/2021,107,962.43,102980.01,10
ART00122,MAG020,SUP075,LE003,PO7045092,11/03/2024,12/04/2024,1733,125.67,217786.11,31
ART00082,MAG006,SUP024,LE001,PO7716873,01/26/2021,02/25/2021,451,176.16,79448.16,30
ART00187,MAG003,SUP020,LE001,PO6799772,02/06/2021,03/13/2021,731,238.23,174146.13,35
ART00481,MAG004,SUP078,LE001,PO1993877,09/13/2021,10/17/2021,786,201.78,158599.08,34
ART00170,MAG005,SUP004,LE001,PO4721510,02/21/2024,03/15/2024,130,3.69,479.7,23
ART00760,MAG015,SUP024,LE002,PO5895084,07/04/2022,07/16/2022,1681,552.75,929172.75,12
ART00879,MAG001,SUP049,LE001,PO1318882,08/22/2022,09/17/2022,997,60.36,60178.92,26
ART00991,MAG012,SUP061,LE002,PO8232700,02/19/2024,04/07/2024,776,228.37,177215.12,48
ART00088,MAG006,SUP006,LE001,PO6623447,04/03/2023,04/17/2023,449,61.84,27766.16,14
ART00996,MAG005,SUP015,LE001,PO4931784,05/27/2022,07/15/2022,37,110.86,4101.82,49
ART00115,MAG018,SUP070,LE003,PO6227159,06/02/2022,07/28/2022,256,246.03,62983.68,56
ART00345,MAG009,SUP074,LE002,PO9878706,12/19/2022,02/08/2023,711,81.8,58159.8,51
ART00921,MAG001,SUP032,LE001,PO2773891,04/03/2021,04/14/2021,407,208.14,84712.98,11
ART00543,MAG002,SUP041,LE001,PO6294007,11/01/2022,11/19/2022,1593,114.2,181920.6,18
ART00111,MAG007,SUP013,LE001,PO3108169,02/22/2022,03/05/2022,512,107.37,54973.44,11
ART00686,MAG008,SUP022,LE001,PO2457800,09/04/2021,10/03/2021,786,1845.3,1450405.8,29
ART00720,MAG006,SUP026,LE001,PO3534272,07/18/2022,07/23/2022,446,103.45,46138.7,5
ART00745,MAG007,SUP067,LE001,PO6865841,01/09/2023,02/07/2023,1590,47.6,75684,29
ART00510,MAG004,SUP022,LE001,PO9888800,08/10/2022,08/15/2022,168,1523.43,255936.24,5
ART00773,MAG010,SUP019,LE002,PO1144382,06/13/2022,,1716,202.83,348056.28,
ART00344,MAG002,SUP034,LE001,PO5379849,02/28/2024,03/19/2024,1091,61.32,66900.12,20
ART00380,MAG018,SUP020,LE003,PO9301944,09/26/2024,11/10/2024,1428,136.54,194979.12,45
ART00041,MAG015,SUP059,LE002,PO6395906,08/12/2023,09/06/2023,1937,53.26,103164.62,25
ART00038,MAG009,SUP019,LE002,PO4146120,03/02/2021,04/10/2021,817,1682.86,1374896.62,39
ART00359,MAG006,SUP044,LE001,PO6737604,05/07/2022,05/23/2022,454,217.61,98794.94,16
ART00388,MAG005,SUP020,LE001,PO5943557,11/29/2022,12/28/2022,823,97.19,79987.37,29
ART00023,MAG002,SUP039,LE001,PO8975444,03/05/2023,03/13/2023,913,491.88,449086.44,8
ART00158,MAG018,SUP048,LE003,PO1651210,08/31/2023,09/11/2023,1205,11.19,13483.95,11
ART00530,MAG008,SUP068,LE001,PO1886629,05/19/2022,07/14/2022,1824,1755.9,3202761.6,56
ART00450,MAG015,SUP076,LE002,PO8297023,07/13/2021,,1069,2,2138,
ART00528,MAG011,SUP042,LE002,PO6174115,12/20/2023,01/02/2024,720,18.27,13154.4,13
ART00500,MAG005,SUP046,LE001,PO3338143,03/29/2023,04/01/2023,143,234.54,33539.22,3
ART00082,MAG002,SUP036,LE001,PO6921020,08/18/2023,10/06/2023,1436,183.34,263276.24,49
ART00694,MAG004,SUP044,LE001,PO5074800,10/10/2022,11/21/2022,1439,193.68,278705.52,42
ART00556,MAG004,SUP018,LE001,PO7483506,01/07/2023,,1832,20.3,37189.6,
ART00520,MAG001,SUP060,LE001,PO3447973,06/03/2023,07/13/2023,482,30.2,14556.4,40
ART00088,MAG002,SUP004,LE001,PO9775265,11/20/2023,12/26/2023,303,60.29,18267.87,36
ART00794,MAG007,SUP013,LE001,PO1798975,05/20/2021,07/16/2021,707,21.91,15490.37,57
ART00908,MAG009,SUP049,LE002,PO7146729,08/25/2024,10/06/2024,1998,174.58,348810.84,42
ART00966,MAG012,SUP062,LE002,PO9419077,12/14/2021,01/15/2022,1257,40.09,50393.13,32
ART00162,MAG001,SUP018,LE001,PO6312135,12/08/2022,02/02/2023,221,1132.61,250306.81,56
ART00243,MAG018,SUP078,LE003,PO6967286,04/23/2024,06/07/2024,1776,10.94,19429.44,45
ART00090,MAG013,SUP030,LE002,PO7027563,09/06/2024,09/14/2024,785,11.3,8870.5,8
ART00608,MAG017,SUP034,LE003,PO8084428,01/28/2024,,1386,133.74,185363.64,
ART00587,MAG003,SUP052,LE001,PO5473078,05/14/2021,06/21/2021,1881,105.15,197787.15,38
ART00979,MAG015,SUP052,LE002,PO9781631,08/02/2023,08/11/2023,1475,277.67,409563.25,9
ART00481,MAG013,SUP049,LE002,PO8542095,11/15/2021,12/25/2021,254,236.07,59961.78,40
ART00201,MAG016,SUP072,LE003,PO4431356,01/11/2021,03/09/2021,505,282.77,142798.85,57
ART00203,MAG012,SUP004,LE002,PO3491104,08/24/2022,09/09/2022,1114,3774.99,4205338.86,16
ART00764,MAG005,SUP005,LE001,PO3439087,06/18/2022,08/04/2022,1424,124.84,177772.16,47
ART00905,MAG017,SUP049,LE003,PO9652859,08/09/2024,09/26/2024,1764,159.82,281922.48,48
ART00197,MAG016,SUP041,LE003,PO6923813,10/18/2021,11/08/2021,919,19.42,17846.98,21
ART00267,MAG002,SUP002,LE001,PO8166180,06/14/2022,07/15/2022,1233,12.26,15116.58,31
ART00017,MAG012,SUP033,LE002,PO8985423,10/15/2022,10/24/2022,77,24.85,1913.45,9
ART00851,MAG012,SUP014,LE002,PO6925476,11/09/2024,12/14/2024,908,23.15,21020.2,35
ART00408,MAG020,SUP053,LE003,PO4387141,02/16/2022,04/13/2022,695,15.15,10529.25,56
ART00880,MAG006,SUP053,LE001,PO5203119,03/22/2021,03/31/2021,1542,7.7,11873.4,9
ART00464,MAG005,SUP046,LE001,PO9731121,08/26/2021,09/12/2021,1844,719.87,1327440.28,17
ART00450,MAG008,SUP076,LE001,PO2647798,05/17/2023,06/18/2023,543,2.63,1428.09,32
ART00063,MAG011,SUP007,LE002,PO6455338,10/16/2022,11/23/2022,1857,182.32,338568.24,38
ART00452,MAG017,SUP074,LE003,PO1611972,12/28/2023,,1939,6149.47,11923822.33,
ART00871,MAG009,SUP064,LE002,PO3229886,04/03/2021,04/14/2021,1392,19.55,27213.6,11
ART00903,MAG014,SUP043,LE002,PO8011547,02/11/2022,02/19/2022,1975,15.04,29704,8
ART00565,MAG010,SUP040,LE002,PO3580821,01/29/2021,,1734,2452.4,4252461.6,
ART00780,MAG012,SUP075,LE002,PO2170914,06/15/2023,06/21/2023,1662,58.15,96645.3,6
ART00983,MAG013,SUP056,LE002,PO8819663,01/18/2024,03/07/2024,1006,1825.35,1836302.1,49
ART00662,MAG016,SUP024,LE003,PO6356453,12/17/2023,01/30/2024,276,213.19,58840.44,44
ART00809,MAG018,SUP037,LE003,PO8606693,07/29/2023,08/05/2023,1397,109.89,153516.33,7
ART00328,MAG015,SUP080,LE002,PO8951643,04/16/2022,04/30/2022,144,23.63,3402.72,14
ART00073,MAG005,SUP045,LE001,PO3726155,02/11/2021,03/13/2021,1129,5.82,6570.78,30
ART00197,MAG003,SUP011,LE001,PO2476899,08/27/2023,09/16/2023,1672,21.69,36265.68,20
ART00423,MAG020,SUP050,LE003,PO8901509,02/22/2024,03/27/2024,1255,21.18,26580.9,34
ART00685,MAG010,SUP037,LE002,PO7907261,09/20/2022,11/15/2022,1995,509.53,1016512.35,56
ART00580,MAG002,SUP079,LE001,PO3728836,10/19/2021,12/18/2021,1999,1.98,3958.02,60
ART00782,MAG006,SUP080,LE001,PO4991057,12/28/2021,01/25/2022,1139,4865.15,5541405.85,28
ART00156,MAG008,SUP021,LE001,PO9056542,03/18/2023,04/25/2023,1757,440.47,773905.79,38
ART00198,MAG002,SUP030,LE001,PO5522671,05/09/2023,05/29/2023,148,222.79,32972.92,20
ART00138,MAG008,SUP068,LE001,PO9389468,08/08/2024,,428,101.26,43339.28,
ART00122,MAG019,SUP013,LE003,PO4772534,04/08/2023,04/13/2023,45,145.55,6549.75,5
ART00714,MAG003,SUP007,LE001,PO2145547,04/01/2024,05/01/2024,1229,56.09,68934.61,30
ART00981,MAG012,SUP003,LE002,PO7527469,03/24/2023,04/12/2023,1049,45.04,47246.96,19
ART00964,MAG007,SUP040,LE001,PO6843116,04/20/2021,05/04/2021,1674,4639.71,7766874.54,14
ART00579,MAG012,SUP036,LE002,PO3444509,12/24/2023,02/02/2024,1955,491.93,961723.15,40
ART00122,MAG009,SUP038,LE002,PO4547027,07/25/2023,09/08/2023,822,141.6,116395.2,45
ART00391,MAG003,SUP017,LE001,PO2671326,02/24/2021,03/29/2021,65,165.97,10788.05,33
ART00376,MAG005,SUP030,LE001,PO5151664,05/01/2022,05/09/2022,494,22.61,11169.34,8
ART00166,MAG009,SUP007,LE002,PO1936373,10/04/2024,10/19/2024,586,52.69,30876.34,15
ART00828,MAG011,SUP068,LE002,PO1329002,04/06/2021,04/17/2021,602,305.59,183965.18,11
ART00728,MAG014,SUP024,LE002,PO5561888,04/06/2022,05/21/2022,939,164.66,154615.74,45
ART00813,MAG019,SUP068,LE003,PO2219831,06/06/2023,06/29/2023,1251,48.89,61161.39,23
ART00112,MAG019,SUP048,LE003,PO3102871,08/03/2021,,1811,45.83,82998.13,
ART00835,MAG014,SUP044,LE002,PO9196268,07/20/2021,08/15/2021,753,105.98,79802.94,26
ART00602,MAG015,SUP021,LE002,PO5565162,11/08/2023,12/14/2023,1425,2615.69,3727358.25,36
ART00183,MAG007,SUP033,LE001,PO5273684,07/06/2021,08/07/2021,1220,43.47,53033.4,32
ART00011,MAG005,SUP021,LE001,PO1405745,03/18/2024,03/25/2024,1879,154.21,289760.59,7
ART00465,MAG005,SUP067,LE001,PO5000168,03/19/2022,03/30/2022,1910,722.71,1380376.1,11
ART00938,MAG016,SUP024,LE003,PO1768408,06/11/2024,,1019,145.06,147816.14,
ART00227,MAG001,SUP017,LE001,PO6901658,10/21/2023,,955,49.32,47100.6,
ART00483,MAG013,SUP046,LE002,PO4657871,11/14/2021,12/28/2021,1686,141.04,237793.44,44
ART00380,MAG010,SUP032,LE002,PO7810857,05/21/2021,07/08/2021,624,126.76,79098.24,48
ART00478,MAG007,SUP036,LE001,PO7005527,02/05/2024,,816,512.64,418314.24,
ART00691,MAG015,SUP068,LE002,PO6658069,03/24/2022,05/23/2022,1819,46.24,84110.56,60
ART00176,MAG002,SUP035,LE001,PO6829899,03/20/2024,04/26/2024,1215,840.25,1020903.75,37
ART00960,MAG001,SUP079,LE001,PO8552066,07/24/2021,09/03/2021,1920,10.61,20371.2,41
ART00889,MAG013,SUP077,LE002,PO2944956,12/26/2023,01/09/2024,1505,1397.52,2103267.6,14
ART00372,MAG003,SUP039,LE001,PO6229129,01/11/2021,,637,475.34,302791.58,
ART00109,MAG020,SUP014,LE003,PO1919398,07/13/2021,09/02/2021,80,144.86,11588.8,51
ART00517,MAG018,SUP042,LE003,PO8198368,11/02/2022,,1040,19.26,20030.4,
ART00143,MAG013,SUP035,LE002,PO8240055,03/21/2021,04/07/2021,1487,80.28,119376.36,17
ART00552,MAG008,SUP025,LE001,PO5161463,09/02/2021,09/21/2021,1442,49.37,71191.54,19
ART00555,MAG013,SUP030,LE002,PO2882494,02/23/2024,04/09/2024,205,18.84,3862.2,46
ART00189,MAG015,SUP029,LE002,PO2534943,06/11/2021,07/05/2021,240,178.87,42928.8,24
ART00154,MAG017,SUP063,LE003,PO7741999,11/30/2022,12/19/2022,1102,70.93,78164.86,19
ART00024,MAG004,SUP021,LE001,PO6153125,12/13/2024,02/01/2025,400,207.61,83044,50
ART00186,MAG004,SUP040,LE001,PO2628009,03/01/2021,04/06/2021,626,5697.51,3566641.26,36
ART00265,MAG004,SUP002,LE001,PO3479847,06/23/2021,07/12/2021,767,13.42,10293.14,19
ART00033,MAG011,SUP010,LE002,PO3775169,07/05/2023,08/04/2023,997,170.47,169958.59,30
ART00176,MAG006,SUP012,LE001,PO2907112,05/26/2022,05/31/2022,1799,617.79,1111404.21,5
ART00196,MAG005,SUP030,LE001,PO3074104,05/19/2022,,417,1845.08,769398.36,
ART00748,MAG009,SUP011,LE002,PO6968773,12/03/2023,12/15/2023,1937,16.79,32522.23,12
ART00899,MAG012,SUP024,LE002,PO9475043,05/07/2021,05/22/2021,620,501.67,311035.4,15
ART00279,MAG017,SUP076,LE003,PO4547380,11/25/2024,12/21/2024,1223,37.87,46315.01,26
ART00616,MAG019,SUP037,LE003,PO4267421,07/03/2023,07/11/2023,1733,192.97,334417.01,8
ART00250,MAG006,SUP056,LE001,PO6402320,11/30/2024,12/15/2024,1349,154.17,207975.33,15
ART00004,MAG017,SUP026,LE003,PO2188584,06/23/2022,,822,632.54,519947.88,
ART00403,MAG018,SUP046,LE003,PO6597362,08/01/2024,09/09/2024,1795,199.19,357546.05,39
ART00606,MAG015,SUP071,LE002,PO7564718,07/30/2022,09/09/2022,1004,16.41,16475.64,41
ART00813,MAG001,SUP058,LE001,PO6655756,03/28/2023,04/01/2023,198,53.44,10581.12,4
ART00487,MAG006,SUP052,LE001,PO7937133,09/26/2023,10/19/2023,608,134.26,81630.08,23
ART00644,MAG019,SUP065,LE003,PO7520980,12/14/2021,02/06/2022,1591,6.67,10611.97,54
ART00362,MAG010,SUP031,LE002,PO5877017,09/09/2023,10/02/2023,209,1065.69,222729.21,23
ART00264,MAG015,SUP008,LE002,PO2651287,01/29/2021,02/01/2021,1744,35.17,61336.48,3
ART00377,MAG004,SUP016,LE001,PO1941800,01/27/2023,03/09/2023,1987,3244.41,6446642.67,41
ART00180,MAG011,SUP053,LE002,PO7826162,04/06/2022,04/09/2022,151,8.61,1300.11,3
ART00513,MAG008,SUP080,LE001,PO5976239,11/29/2023,12/11/2023,323,15.65,5054.95,12
ART00554,MAG005,SUP066,LE001,PO3492819,01/18/2022,03/11/2022,906,707.95,641402.7,52
ART00727,MAG012,SUP017,LE002,PO3211353,02/09/2021,04/08/2021,978,26.68,26093.04,58
ART00255,MAG016,SUP080,LE003,PO9730860,02/28/2021,04/19/2021,117,9.35,1093.95,50
ART00187,MAG004,SUP044,LE001,PO1864345,06/30/2023,07/27/2023,862,197.68,170400.16,27
ART00025,MAG007,SUP046,LE001,PO3163226,06/08/2022,,943,434.21,409460.03,
ART00070,MAG013,SUP074,LE002,PO3192610,12/20/2021,02/02/2022,699,352.57,246446.43,44
ART00030,MAG010,SUP036,LE002,PO8391561,07/28/2023,08/28/2023,18,25.97,467.46,31
ART00032,MAG010,SUP003,LE002,PO7204982,04/29/2023,05/25/2023,1556,67.58,105154.48,26
ART00874,MAG002,SUP038,LE001,PO5784115,09/13/2023,,1305,509.63,665067.15,
ART00491,MAG002,SUP007,LE001,PO7483327,05/02/2021,06/01/2021,627,31,19437,30
ART00977,MAG007,SUP054,LE001,PO1694308,10/28/2023,12/27/2023,154,222.43,34254.22,60
ART00591,MAG012,SUP059,LE002,PO2817616,08/07/2021,09/21/2021,157,723.41,113575.37,45
ART00566,MAG005,SUP026,LE001,PO6438091,04/03/2022,04/24/2022,589,176,103664,21
ART00491,MAG015,SUP017,LE002,PO1607593,10/14/2021,,1949,36.46,71060.54,
ART00510,MAG010,SUP077,LE002,PO9608212,01/12/2023,02/16/2023,1616,1736.25,2805780,35
ART00060,MAG007,SUP013,LE001,PO6234178,10/14/2021,10/20/2021,350,843.03,295060.5,6
ART00578,MAG007,SUP006,LE001,PO8553525,06/14/2024,06/22/2024,608,744.01,452358.08,8
ART00763,MAG004,SUP057,LE001,PO2853717,05/10/2023,,1063,5.92,6292.96,
ART00053,MAG014,SUP005,LE002,PO4101466,09/24/2023,10/13/2023,444,563.8,250327.2,19
ART00492,MAG001,SUP066,LE001,PO2318204,10/25/2023,11/25/2023,1817,1156.92,2102123.64,31
ART00758,MAG009,SUP043,LE002,PO5851814,11/10/2022,01/05/2023,1611,20.3,32703.3,56
ART00914,MAG006,SUP068,LE001,PO9174619,05/10/2021,07/02/2021,1169,87.1,101819.9,53
ART00065,MAG019,SUP028,LE003,PO1619866,10/06/2021,11/18/2021,866,2411.22,2088116.52,44
ART00729,MAG002,SUP069,LE001,PO4946473,07/11/2022,08/19/2022,419,772.71,323765.49,39
ART00468,MAG009,SUP045,LE002,PO9857154,10/02/2021,11/30/2021,616,42.13,25952.08,60
ART00503,MAG019,SUP032,LE003,PO7150723,06/13/2023,08/11/2023,34,87.32,2968.88,59
ART00823,MAG003,SUP035,LE001,PO3127823,05/27/2023,06/28/2023,1725,22.93,39554.25,32
ART00683,MAG011,SUP028,LE002,PO6753150,05/10/2021,07/04/2021,471,3116.67,1467951.57,55
ART00264,MAG018,SUP029,LE003,PO5968801,11/16/2023,12/02/2023,852,30.02,25577.04,16
ART00113,MAG019,SUP023,LE003,PO3015345,12/18/2021,12/31/2021,1825,345.41,630373.25,13
ART00225,MAG008,SUP069,LE001,PO6711879,10/01/2023,10/18/2023,1983,3452.62,6846545.46,17
ART00037,MAG009,SUP046,LE002,PO5936425,04/18/2021,06/08/2021,1191,647.92,771672.72,51
ART00434,MAG005,SUP027,LE001,PO9095837,06/17/2022,07/11/2022,359,28.69,10299.71,24
ART00260,MAG015,SUP071,LE002,PO4742586,06/22/2021,08/04/2021,1138,13.46,15317.48,43
ART00054,MAG018,SUP023,LE003,PO2746724,05/09/2022,05/21/2022,1369,338.61,463557.09,12
ART00122,MAG012,SUP003,LE002,PO2127655,01/28/2021,03/02/2021,1247,128,159616,33
ART00599,MAG001,SUP080,LE001,PO2854437,06/21/2022,06/25/2022,1679,252.94,424686.26,4
ART00879,MAG007,SUP018,LE001,PO9197720,08/09/2021,,1069,69.99,74819.31,
ART00467,MAG010,SUP075,LE002,PO5623708,02/04/2024,02/11/2024,143,31.11,4448.73,7
ART00440,MAG007,SUP019,LE001,PO6323006,08/13/2024,10/08/2024,1424,1155.83,1645901.92,56
ART00264,MAG002,SUP034,LE001,PO5327633,02/13/2023,03/31/2023,708,29.17,20652.36,46
ART00679,MAG005,SUP076,LE001,PO3350087,02/13/2023,,1475,25,36875,
ART00890,MAG018,SUP026,LE003,PO5041861,05/01/2021,05/19/2021,1990,123.54,245844.6,18
ART00027,MAG002,SUP030,LE001,PO1877588,09/24/2023,10/30/2023,1432,18.69,26764.08,36
ART00929,MAG018,SUP065,LE003,PO9387581,08/16/2021,09/11/2021,627,392.55,246128.85,26
ART00664,MAG012,SUP011,LE002,PO6548480,03/25/2021,05/06/2021,1340,24.5,32830,41
ART00761,MAG016,SUP026,LE003,PO7861409,04/06/2021,05/09/2021,66,13.07,862.62,33
ART00323,MAG005,SUP064,LE001,PO9562103,01/15/2024,03/11/2024,830,487.37,404517.1,56
ART00245,MAG001,SUP040,LE001,PO4580327,03/16/2022,04/07/2022,1006,426.82,429380.92,22
ART00909,MAG002,SUP072,LE001,PO9859042,03/02/2022,03/26/2022,1248,1673.65,2088715.2,24
ART00732,MAG010,SUP044,LE002,PO8519783,07/30/2022,08/11/2022,92,501.65,46151.8,12
ART00788,MAG020,SUP018,LE003,PO4681980,03/18/2022,04/03/2022,75,217.83,16337.25,16
ART00714,MAG011,SUP023,LE002,PO8573071,05/11/2022,06/23/2022,5,52.25,261.25,43
ART00910,MAG007,SUP066,LE001,PO1465650,12/31/2022,02/16/2023,12,83.73,1004.76,47
ART00745,MAG011,SUP004,LE002,PO5010141,04/30/2021,05/13/2021,672,42.17,28338.24,13
ART00894,MAG007,SUP069,LE001,PO1259018,05/15/2022,07/14/2022,1695,2301.91,3901737.45,60
ART00541,MAG010,SUP077,LE002,PO9163934,05/08/2024,07/04/2024,1692,1677.57,2838448.44,57
ART00509,MAG018,SUP015,LE003,PO6132810,09/18/2022,11/02/2022,1394,227.82,317581.08,45
ART00569,MAG016,SUP025,LE003,PO6422385,01/24/2022,02/18/2022,662,339.36,224656.32,25
ART00299,MAG002,SUP024,LE001,PO6275526,10/23/2023,12/20/2023,1607,144.7,232532.9,58
ART00027,MAG008,SUP018,LE001,PO5854221,12/30/2023,01/11/2024,532,20.69,11007.08,12
ART00107,MAG011,SUP002,LE002,PO3731045,07/10/2024,,996,98.19,97797.24,
ART00828,MAG009,SUP045,LE002,PO5046667,03/25/2022,05/08/2022,1695,402.47,682186.65,44
ART00003,MAG017,SUP015,LE003,PO5980965,12/09/2023,01/22/2024,522,5743.44,2998075.68,44
ART00886,MAG004,SUP076,LE001,PO6983191,08/20/2024,,929,86.81,80646.49,
ART00578,MAG016,SUP077,LE003,PO5824788,06/14/2021,06/25/2021,1218,769.88,937713.84,11
ART00052,MAG011,SUP032,LE002,PO3039417,10/07/2021,11/03/2021,1829,144.84,264912.36,27
ART00702,MAG002,SUP063,LE001,PO2261086,06/17/2024,08/06/2024,1497,21.38,32005.86,50
ART00428,MAG010,SUP055,LE002,PO9425320,06/02/2024,07/24/2024,1964,262.15,514862.6,52
ART00675,MAG003,SUP075,LE001,PO2322769,02/18/2021,03/19/2021,391,106.01,41449.91,29
ART00475,MAG014,SUP059,LE002,PO3651848,01/09/2022,02/15/2022,314,262.89,82547.46,37
ART00631,MAG011,SUP022,LE002,PO9069573,11/04/2024,12/03/2024,1630,730.34,1190454.2,29
ART00111,MAG014,SUP039,LE002,PO5850066,10/19/2024,10/29/2024,1217,113.64,138299.88,10
ART00665,MAG011,SUP051,LE002,PO3190910,11/25/2021,01/22/2022,7,339.82,2378.74,58
ART00158,MAG018,SUP004,LE003,PO3020980,11/17/2021,12/18/2021,1474,10.77,15874.98,31
ART00725,MAG004,SUP072,LE001,PO8922183,12/30/2022,02/16/2023,1840,430.35,791844,48
ART00037,MAG014,SUP010,LE002,PO1544136,04/20/2024,05/17/2024,1717,831.14,1427067.38,27
ART00337,MAG020,SUP065,LE003,PO4227713,02/05/2024,02/25/2024,83,3522.73,292386.59,20
ART00534,MAG009,SUP077,LE002,PO9523148,02/15/2023,02/20/2023,1756,23.76,41722.56,5
ART00879,MAG014,SUP075,LE002,PO4453386,03/19/2023,04/27/2023,807,65.76,53068.32,39
ART00708,MAG015,SUP039,LE002,PO4796251,07/09/2021,08/10/2021,38,588.28,22354.64,32
ART00265,MAG001,SUP033,LE001,PO2902152,08/28/2024,09/30/2024,655,13.6,8908,33
ART00009,MAG012,SUP007,LE002,PO9690026,02/05/2021,03/04/2021,1847,225.47,416443.09,27
ART00592,MAG017,SUP035,LE003,PO3035505,05/21/2023,05/25/2023,1008,642.85,647992.8,4
ART00856,MAG006,SUP034,LE001,PO8844412,05/18/2023,07/16/2023,1484,128.03,189996.52,59
ART00713,MAG012,SUP039,LE002,PO1254061,11/29/2022,01/23/2023,1384,544.85,754072.4,55
ART00442,MAG019,SUP018,LE003,PO6687133,07/24/2024,09/06/2024,1955,1.34,2619.7,44
ART00542,MAG017,SUP067,LE003,PO6460360,06/07/2021,06/12/2021,910,36.4,33124,5
ART00392,MAG006,SUP065,LE001,PO1385664,08/22/2022,08/29/2022,457,63.07,28822.99,7
ART00117,MAG009,SUP072,LE002,PO4857028,08/30/2021,10/02/2021,1301,1396.59,1816963.59,33
ART00946,MAG002,SUP072,LE001,PO5354859,11/06/2024,12/07/2024,208,56.73,11799.84,31
ART00115,MAG017,SUP026,LE003,PO5683404,12/30/2024,,1258,312.06,392571.48,
ART00577,MAG020,SUP078,LE003,PO1648367,08/31/2024,10/18/2024,1869,37.01,69171.69,48
